EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 22-10-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : precipitation amount in 0.1 mm
23-27 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station CZECH REPUBLIC, PRAHA-KLEMENTINUM (STAID: 27).
Blended and updated with sources: 100082 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   RR, Q_RR
100082,18190402,   13,    0
100082,18190403,   11,    0
100082,18190404,   16,    0
100082,18190405,    0,    0
100082,18190406,    0,    0
100082,18190407,    0,    0
100082,18190408,    0,    0
100082,18190409,    0,    0
100082,18190410,    0,    0
100082,18190411,    0,    0
100082,18190412,    0,    0
100082,18190413,    0,    0
100082,18190414,    0,    0
100082,18190415,    3,    0
100082,18190416,    0,    0
100082,18190417,    0,    0
100082,18190418,  159,    0
100082,18190419,    0,    0
100082,18190420,    0,    0
100082,18190421,    3,    0
100082,18190422,   21,    0
100082,18190423,    3,    0
100082,18190424,    0,    0
100082,18190425,  117,    0
100082,18190426,    0,    0
100082,18190427,    3,    0
100082,18190428,    5,    0
100082,18190429,    0,    0
100082,18190430,  130,    0
100082,18190501,    0,    0
100082,18190502,    0,    0
100082,18190503,    0,    0
100082,18190504,    0,    0
100082,18190505,   19,    0
100082,18190506,  106,    0
100082,18190507,    0,    0
100082,18190508,    0,    0
100082,18190509,    0,    0
100082,18190510,    0,    0
100082,18190511,    0,    0
100082,18190512,    0,    0
100082,18190513,   13,    0
100082,18190514,   42,    0
100082,18190515,   11,    0
100082,18190516,    0,    0
100082,18190517,    0,    0
100082,18190518,    0,    0
100082,18190519,    0,    0
100082,18190520,    0,    0
100082,18190521,    0,    0
100082,18190522,    0,    0
100082,18190523,    0,    0
100082,18190524,    0,    0
100082,18190525,    0,    0
100082,18190526,    0,    0
100082,18190527,    0,    0
100082,18190528,   37,    0
100082,18190529,    0,    0
100082,18190530,    8,    0
100082,18190531,  117,    0
100082,18190601,    0,    0
100082,18190602,    3,    0
100082,18190603,    0,    0
100082,18190604,    0,    0
100082,18190605,    0,    0
100082,18190606,    0,    0
100082,18190607,    3,    0
100082,18190608,    0,    0
100082,18190609,    0,    0
100082,18190610,  247,    0
100082,18190611,  106,    0
100082,18190612,    3,    0
100082,18190613,    0,    0
100082,18190614,   91,    0
100082,18190615,    0,    0
100082,18190616,    5,    0
100082,18190617,    3,    0
100082,18190618,    0,    0
100082,18190619,   21,    0
100082,18190620,    3,    0
100082,18190621,    0,    0
100082,18190622,   80,    0
100082,18190623,    0,    0
100082,18190624,    0,    0
100082,18190625,   24,    0
100082,18190626,    0,    0
100082,18190627,    5,    0
100082,18190628,   16,    0
100082,18190629,    3,    0
100082,18190630,    0,    0
100082,18190701,   31,    0
100082,18190702,    5,    0
100082,18190703,    3,    0
100082,18190704,    0,    0
100082,18190705,    0,    0
100082,18190706,    0,    0
100082,18190707,    0,    0
100082,18190708,    0,    0
100082,18190709,    3,    0
100082,18190710,    3,    0
100082,18190711,   16,    0
100082,18190712,  104,    0
100082,18190713,   21,    0
100082,18190714,   61,    0
100082,18190715,    5,    0
100082,18190716,    0,    0
100082,18190717,    5,    0
100082,18190718,    0,    0
100082,18190719,    0,    0
100082,18190720,    0,    0
100082,18190721,   58,    0
100082,18190722,  172,    0
100082,18190723,    0,    0
100082,18190724,   26,    0
100082,18190725,    3,    0
100082,18190726,    0,    0
100082,18190727,    0,    0
100082,18190728,    0,    0
100082,18190729,   80,    0
100082,18190730,    0,    0
100082,18190731,    0,    0
100082,18190801,    0,    0
100082,18190802,    0,    0
100082,18190803,   37,    0
100082,18190804,    3,    0
100082,18190805,  133,    0
100082,18190806,    5,    0
100082,18190807,    0,    0
100082,18190808,   61,    0
100082,18190809,   74,    0
100082,18190810,   11,    0
100082,18190811,  178,    0
100082,18190812,   74,    0
100082,18190813,   37,    0
100082,18190814,   26,    0
100082,18190815,  104,    0
100082,18190816,   11,    0
100082,18190817,    3,    0
100082,18190818,    5,    0
100082,18190819,    0,    0
100082,18190820,   21,    0
100082,18190821,  247,    0
100082,18190822,    0,    0
100082,18190823,    0,    0
100082,18190824,    0,    0
100082,18190825,    0,    0
100082,18190826,    3,    0
100082,18190827,    0,    0
100082,18190828,    0,    0
100082,18190829,    0,    0
100082,18190830,    0,    0
100082,18190831,  175,    0
100082,18190901,   13,    0
100082,18190902,    5,    0
100082,18190903,   26,    0
100082,18190904,   16,    0
100082,18190905,    0,    0
100082,18190906,  217,    0
100082,18190907,    0,    0
100082,18190908,    0,    0
100082,18190909,    0,    0
100082,18190910,    0,    0
100082,18190911,    0,    0
100082,18190912,    0,    0
100082,18190913,    0,    0
100082,18190914,    0,    0
100082,18190915,    0,    0
100082,18190916,    0,    0
100082,18190917,    0,    0
100082,18190918,    0,    0
100082,18190919,    0,    0
100082,18190920,    0,    0
100082,18190921,    0,    0
100082,18190922,    0,    0
100082,18190923,   24,    0
100082,18190924,    0,    0
100082,18190925,    0,    0
100082,18190926,    5,    0
100082,18190927,   53,    0
100082,18190928,    0,    0
100082,18190929,    0,    0
100082,18190930,    0,    0
100082,18191001,    0,    0
100082,18191002,    0,    0
100082,18191003,    0,    0
100082,18191004,    0,    0
100082,18191005,   56,    0
100082,18191006,   11,    0
100082,18191007,   93,    0
100082,18191008,   42,    0
100082,18191009,    0,    0
100082,18191010,    0,    0
100082,18191011,    0,    0
100082,18191012,    0,    0
100082,18191013,    5,    0
100082,18191014,    0,    0
100082,18191015,    0,    0
100082,18191016,    0,    0
100082,18191017,    5,    0
100082,18191018,    0,    0
100082,18191019,   11,    0
100082,18191020,    0,    0
100082,18191021,    0,    0
100082,18191022,   16,    0
100082,18191023,    0,    0
100082,18191024,    0,    0
100082,18191025,    3,    0
100082,18191026,   34,    0
100082,18191027,    0,    0
100082,18191028,   34,    0
100082,18191029,    0,    0
100082,18191030,    0,    0
100082,18191031,   64,    0
100082,18191101,    0,    0
100082,18191102,   19,    0
100082,18191103,   47,    0
100082,18191104,    0,    0
100082,18191105,    3,    0
100082,18191106,   26,    0
100082,18191107,    0,    0
100082,18191108,    5,    0
100082,18191109,   37,    0
100082,18191110,    0,    0
100082,18191111,    5,    0
100082,18191112,    0,    0
100082,18191113,    0,    0
100082,18191114,    5,    0
100082,18191115,    0,    0
100082,18191116,    0,    0
100082,18191117,    0,    0
100082,18191118,    0,    0
100082,18191119,    3,    0
100082,18191120,    5,    0
100082,18191121,   58,    0
100082,18191122,   21,    0
100082,18191123,    5,    0
100082,18191124,    5,    0
100082,18191125,    0,    0
100082,18191126,    0,    0
100082,18191127,    0,    0
100082,18191128,    0,    0
100082,18191129,    0,    0
100082,18191130,    0,    0
100082,18191201,    0,    0
100082,18191202,    5,    0
100082,18191203,    0,    0
100082,18191204,    0,    0
100082,18191205,    0,    0
100082,18191206,    0,    0
100082,18191207,    0,    0
100082,18191208,    5,    0
100082,18191209,    0,    0
100082,18191210,    0,    0
100082,18191211,    3,    0
100082,18191212,   21,    0
100082,18191213,   13,    0
100082,18191214,    0,    0
100082,18191215,    0,    0
100082,18191216,    0,    0
100082,18191217,    5,    0
100082,18191218,    0,    0
100082,18191219,   56,    0
100082,18191220,    0,    0
100082,18191221,    8,    0
100082,18191222,  101,    0
100082,18191223,   72,    0
100082,18191224,    5,    0
100082,18191225,    0,    0
100082,18191226,    3,    0
100082,18191227,    0,    0
100082,18191228,    3,    0
100082,18191229,   31,    0
100082,18191230,    5,    0
100082,18191231,    0,    0
100082,18200101,   26,    0
100082,18200102,    0,    0
100082,18200103,   16,    0
100082,18200104,    0,    0
100082,18200105,    0,    0
100082,18200106,    3,    0
100082,18200107,    0,    0
100082,18200108,    3,    0
100082,18200109,    0,    0
100082,18200110,    5,    0
100082,18200111,   56,    0
100082,18200112,    3,    0
100082,18200113,    0,    0
100082,18200114,    0,    0
100082,18200115,    5,    0
100082,18200116,    0,    0
100082,18200117,    0,    0
100082,18200118,    3,    0
100082,18200119,    5,    0
100082,18200120,    3,    0
100082,18200121,    3,    0
100082,18200122,   11,    0
100082,18200123,    0,    0
100082,18200124,    0,    0
100082,18200125,    0,    0
100082,18200126,    0,    0
100082,18200127,   13,    0
100082,18200128,    3,    0
100082,18200129,    3,    0
100082,18200130,    3,    0
100082,18200131,    0,    0
100082,18200201,    0,    0
100082,18200202,    0,    0
100082,18200203,    0,    0
100082,18200204,    0,    0
100082,18200205,    0,    0
100082,18200206,    0,    0
100082,18200207,    0,    0
100082,18200208,    0,    0
100082,18200209,    0,    0
100082,18200210,    0,    0
100082,18200211,    3,    0
100082,18200212,    0,    0
100082,18200213,    0,    0
100082,18200214,    0,    0
100082,18200215,    0,    0
100082,18200216,    3,    0
100082,18200217,   21,    0
100082,18200218,   42,    0
100082,18200219,    0,    0
100082,18200220,    0,    0
100082,18200221,    0,    0
100082,18200222,    0,    0
100082,18200223,    0,    0
100082,18200224,    0,    0
100082,18200225,    3,    0
100082,18200226,    0,    0
100082,18200227,    0,    0
100082,18200228,    0,    0
100082,18200229,    0,    0
100082,18200301,    0,    0
100082,18200302,    3,    0
100082,18200303,   37,    0
100082,18200304,  292,    0
100082,18200305,   88,    0
100082,18200306,   99,    0
100082,18200307,   26,    0
100082,18200308,    0,    0
100082,18200309,    0,    0
100082,18200310,    0,    0
100082,18200311,    5,    0
100082,18200312,    0,    0
100082,18200313,    0,    0
100082,18200314,   34,    0
100082,18200315,    0,    0
100082,18200316,    2,    0
100082,18200317,    5,    0
100082,18200318,    0,    0
100082,18200319,    5,    0
100082,18200320,    0,    0
100082,18200321,    0,    0
100082,18200322,   13,    0
100082,18200323,    3,    0
100082,18200324,    0,    0
100082,18200325,    0,    0
100082,18200326,   47,    0
100082,18200327,    3,    0
100082,18200328,   19,    0
100082,18200329,    0,    0
100082,18200330,    0,    0
100082,18200331,    0,    0
100082,18200401,   16,    0
100082,18200402,   16,    0
100082,18200403,    0,    0
100082,18200404,    0,    0
100082,18200405,    0,    0
100082,18200406,    0,    0
100082,18200407,   29,    0
100082,18200408,  172,    0
100082,18200409,    0,    0
100082,18200410,    0,    0
100082,18200411,    0,    0
100082,18200412,    0,    0
100082,18200413,    0,    0
100082,18200414,    0,    0
100082,18200415,    0,    0
100082,18200416,    0,    0
100082,18200417,    0,    0
100082,18200418,    0,    0
100082,18200419,    0,    0
100082,18200420,    0,    0
100082,18200421,    0,    0
100082,18200422,    3,    0
100082,18200423,    0,    0
100082,18200424,    0,    0
100082,18200425,    0,    0
100082,18200426,    0,    0
100082,18200427,    0,    0
100082,18200428,    0,    0
100082,18200429,    0,    0
100082,18200430,    0,    0
100082,18200501,    3,    0
100082,18200502,    3,    0
100082,18200503,    0,    0
100082,18200504,   11,    0
100082,18200505,    3,    0
100082,18200506,    0,    0
100082,18200507,    0,    0
100082,18200508,    0,    0
100082,18200509,    0,    0
100082,18200510,   34,    0
100082,18200511,    0,    0
100082,18200512,    0,    0
100082,18200513,    0,    0
100082,18200514,   13,    0
100082,18200515,    0,    0
100082,18200516,  101,    0
100082,18200517,   50,    0
100082,18200518,    0,    0
100082,18200519,   11,    0
100082,18200520,   85,    0
100082,18200521,  383,    0
100082,18200522,  109,    0
100082,18200523,    0,    0
100082,18200524,   31,    0
100082,18200525,   13,    0
100082,18200526,    0,    0
100082,18200527,   26,    0
100082,18200528,   16,    0
100082,18200529,    0,    0
100082,18200530,   21,    0
100082,18200531,    5,    0
100082,18200601,    8,    0
100082,18200602,    3,    0
100082,18200603,    3,    0
100082,18200604,   39,    0
100082,18200605,   26,    0
100082,18200606,    0,    0
100082,18200607,   69,    0
100082,18200608,   11,    0
100082,18200609,   64,    0
100082,18200610,   47,    0
100082,18200611,   11,    0
100082,18200612,    5,    0
100082,18200613,   53,    0
100082,18200614,   11,    0
100082,18200615,   45,    0
100082,18200616,   21,    0
100082,18200617,    5,    0
100082,18200618,    3,    0
100082,18200619,    5,    0
100082,18200620,   11,    0
100082,18200621,    8,    0
100082,18200622,   13,    0
100082,18200623,    0,    0
100082,18200624,    0,    0
100082,18200625,    0,    0
100082,18200626,  106,    0
100082,18200627,    0,    0
100082,18200628,    0,    0
100082,18200629,    0,    0
100082,18200630,    0,    0
100082,18200701,   39,    0
100082,18200702,    0,    0
100082,18200703,    0,    0
100082,18200704,    8,    0
100082,18200705,   11,    0
100082,18200706,    0,    0
100082,18200707,    0,    0
100082,18200708,   26,    0
100082,18200709,    8,    0
100082,18200710,    3,    0
100082,18200711,   50,    0
100082,18200712,    0,    0
100082,18200713,   13,    0
100082,18200714,    0,    0
100082,18200715,    5,    0
100082,18200716,    0,    0
100082,18200717,    0,    0
100082,18200718,  106,    0
100082,18200719,    3,    0
100082,18200720,    3,    0
100082,18200721,    0,    0
100082,18200722,    0,    0
100082,18200723,   85,    0
100082,18200724,    3,    0
100082,18200725,   11,    0
100082,18200726,   19,    0
100082,18200727,   16,    0
100082,18200728,   24,    0
100082,18200729,    0,    0
100082,18200730,    0,    0
100082,18200731,    0,    0
100082,18200801,   11,    0
100082,18200802,   13,    0
100082,18200803,    0,    0
100082,18200804,    0,    0
100082,18200805,   93,    0
100082,18200806,    0,    0
100082,18200807,    5,    0
100082,18200808,    0,    0
100082,18200809,    0,    0
100082,18200810,    0,    0
100082,18200811,    0,    0
100082,18200812,    5,    0
100082,18200813,    0,    0
100082,18200814,    0,    0
100082,18200815,    0,    0
100082,18200816,    0,    0
100082,18200817,    0,    0
100082,18200818,    0,    0
100082,18200819,    5,    0
100082,18200820,   39,    0
100082,18200821,    0,    0
100082,18200822,    0,    0
100082,18200823,    0,    0
100082,18200824,   11,    0
100082,18200825,   11,    0
100082,18200826,    0,    0
100082,18200827,    3,    0
100082,18200828,    0,    0
100082,18200829,    0,    0
100082,18200830,   11,    0
100082,18200831,    5,    0
100082,18200901,   53,    0
100082,18200902,   58,    0
100082,18200903,    3,    0
100082,18200904,    0,    0
100082,18200905,    0,    0
100082,18200906,    0,    0
100082,18200907,    3,    0
100082,18200908,    0,    0
100082,18200909,    3,    0
100082,18200910,    0,    0
100082,18200911,    0,    0
100082,18200912,    0,    0
100082,18200913,    0,    0
100082,18200914,    0,    0
100082,18200915,    0,    0
100082,18200916,   34,    0
100082,18200917,    0,    0
100082,18200918,    0,    0
100082,18200919,   29,    0
100082,18200920,    0,    0
100082,18200921,    0,    0
100082,18200922,    0,    0
100082,18200923,    0,    0
100082,18200924,    0,    0
100082,18200925,   19,    0
100082,18200926,    0,    0
100082,18200927,    0,    0
100082,18200928,    0,    0
100082,18200929,    0,    0
100082,18200930,    0,    0
100082,18201001,    0,    0
100082,18201002,   26,    0
100082,18201003,    0,    0
100082,18201004,    0,    0
100082,18201005,    0,    0
100082,18201006,    0,    0
100082,18201007,    0,    0
100082,18201008,    0,    0
100082,18201009,    0,    0
100082,18201010,    0,    0
100082,18201011,    0,    0
100082,18201012,    0,    0
100082,18201013,    3,    0
100082,18201014,    0,    0
100082,18201015,    3,    0
100082,18201016,    0,    0
100082,18201017,   13,    0
100082,18201018,   45,    0
100082,18201019,    0,    0
100082,18201020,    0,    0
100082,18201021,    3,    0
100082,18201022,   16,    0
100082,18201023,   11,    0
100082,18201024,    5,    0
100082,18201025,    3,    0
100082,18201026,    3,    0
100082,18201027,    0,    0
100082,18201028,    0,    0
100082,18201029,    0,    0
100082,18201030,    0,    0
100082,18201031,   42,    0
100082,18201101,    0,    0
100082,18201102,   13,    0
100082,18201103,    0,    0
100082,18201104,    0,    0
100082,18201105,    0,    0
100082,18201106,    0,    0
100082,18201107,    3,    0
100082,18201108,    0,    0
100082,18201109,    0,    0
100082,18201110,    3,    0
100082,18201111,    5,    0
100082,18201112,    0,    0
100082,18201113,    0,    0
100082,18201114,    3,    0
100082,18201115,   93,    0
100082,18201116,    0,    0
100082,18201117,    0,    0
100082,18201118,    0,    0
100082,18201119,   96,    0
100082,18201120,    3,    0
100082,18201121,    0,    0
100082,18201122,    0,    0
100082,18201123,    0,    0
100082,18201124,    0,    0
100082,18201125,    0,    0
100082,18201126,    0,    0
100082,18201127,    0,    0
100082,18201128,    0,    0
100082,18201129,    0,    0
100082,18201130,    0,    0
100082,18201201,    0,    0
100082,18201202,    0,    0
100082,18201203,    5,    0
100082,18201204,   19,    0
100082,18201205,    0,    0
100082,18201206,   53,    0
100082,18201207,   19,    0
100082,18201208,    0,    0
100082,18201209,    0,    0
100082,18201210,    0,    0
100082,18201211,    3,    0
100082,18201212,    0,    0
100082,18201213,   11,    0
100082,18201214,    5,    0
100082,18201215,    0,    0
100082,18201216,    0,    0
100082,18201217,    0,    0
100082,18201218,    3,    0
100082,18201219,    0,    0
100082,18201220,    0,    0
100082,18201221,    0,    0
100082,18201222,    0,    0
100082,18201223,    0,    0
100082,18201224,    0,    0
100082,18201225,    0,    0
100082,18201226,    0,    0
100082,18201227,    0,    0
100082,18201228,    0,    0
100082,18201229,    0,    0
100082,18201230,    0,    0
100082,18201231,    0,    0
100082,18210101,    0,    0
100082,18210102,    1,    0
100082,18210103,   21,    0
100082,18210104,   74,    0
100082,18210105,    0,    0
100082,18210106,    0,    0
100082,18210107,    3,    0
100082,18210108,    3,    0
100082,18210109,    5,    0
100082,18210110,    5,    0
100082,18210111,    0,    0
100082,18210112,   85,    0
100082,18210113,    0,    0
100082,18210114,   34,    0
100082,18210115,    0,    0
100082,18210116,   21,    0
100082,18210117,   16,    0
100082,18210118,    3,    0
100082,18210119,    0,    0
100082,18210120,    0,    0
100082,18210121,    0,    0
100082,18210122,    0,    0
100082,18210123,   13,    0
100082,18210124,    0,    0
100082,18210125,    0,    0
100082,18210126,    0,    0
100082,18210127,    0,    0
100082,18210128,    0,    0
100082,18210129,    0,    0
100082,18210130,    3,    0
100082,18210131,    0,    0
100082,18210201,    0,    0
100082,18210202,    0,    0
100082,18210203,    0,    0
100082,18210204,    0,    0
100082,18210205,    8,    0
100082,18210206,    0,    0
100082,18210207,    0,    0
100082,18210208,    0,    0
100082,18210209,    0,    0
100082,18210210,    0,    0
100082,18210211,    0,    0
100082,18210212,    0,    0
100082,18210213,    0,    0
100082,18210214,    0,    0
100082,18210215,    0,    0
100082,18210216,    0,    0
100082,18210217,    0,    0
100082,18210218,    0,    0
100082,18210219,    5,    0
100082,18210220,    0,    0
100082,18210221,    5,    0
100082,18210222,    0,    0
100082,18210223,   11,    0
100082,18210224,   24,    0
100082,18210225,    0,    0
100082,18210226,    5,    0
100082,18210227,    0,    0
100082,18210228,    0,    0
100082,18210301,   47,    0
100082,18210302,    0,    0
100082,18210303,   16,    0
100082,18210304,    0,    0
100082,18210305,    0,    0
100082,18210306,    0,    0
100082,18210307,    3,    0
100082,18210308,    0,    0
100082,18210309,    8,    0
100082,18210310,   56,    0
100082,18210311,    0,    0
100082,18210312,    0,    0
100082,18210313,    3,    0
100082,18210314,    0,    0
100082,18210315,   11,    0
100082,18210316,    0,    0
100082,18210317,    0,    0
100082,18210318,   21,    0
100082,18210319,    3,    0
100082,18210320,    3,    0
100082,18210321,    5,    0
100082,18210322,    3,    0
100082,18210323,    0,    0
100082,18210324,    0,    0
100082,18210325,    0,    0
100082,18210326,    0,    0
100082,18210327,    0,    0
100082,18210328,    0,    0
100082,18210329,    0,    0
100082,18210330,    0,    0
100082,18210331,    0,    0
100082,18210401,    5,    0
100082,18210402,   80,    0
100082,18210403,   11,    0
100082,18210404,    0,    0
100082,18210405,   53,    0
100082,18210406,    0,    0
100082,18210407,    3,    0
100082,18210408,    0,    0
100082,18210409,    0,    0
100082,18210410,    0,    0
100082,18210411,   47,    0
100082,18210412,   42,    0
100082,18210413,   21,    0
100082,18210414,    0,    0
100082,18210415,    0,    0
100082,18210416,    0,    0
100082,18210417,   39,    0
100082,18210418,   53,    0
100082,18210419,    0,    0
100082,18210420,    0,    0
100082,18210421,    0,    0
100082,18210422,    0,    0
100082,18210423,    0,    0
100082,18210424,    0,    0
100082,18210425,    0,    0
100082,18210426,    0,    0
100082,18210427,    0,    0
100082,18210428,    0,    0
100082,18210429,    0,    0
100082,18210430,  164,    0
100082,18210501,    3,    0
100082,18210502,   16,    0
100082,18210503,   53,    0
100082,18210504,    5,    0
100082,18210505,    5,    0
100082,18210506,    0,    0
100082,18210507,   13,    0
100082,18210508,    5,    0
100082,18210509,    0,    0
100082,18210510,   21,    0
100082,18210511,   16,    0
100082,18210512,   58,    0
100082,18210513,   69,    0
100082,18210514,    0,    0
100082,18210515,    0,    0
100082,18210516,    0,    0
100082,18210517,    0,    0
100082,18210518,    0,    0
100082,18210519,   26,    0
100082,18210520,   13,    0
100082,18210521,    0,    0
100082,18210522,    0,    0
100082,18210523,    0,    0
100082,18210524,   11,    0
100082,18210525,    0,    0
100082,18210526,   24,    0
100082,18210527,   21,    0
100082,18210528,    0,    0
100082,18210529,    0,    0
100082,18210530,    0,    0
100082,18210531,    0,    0
100082,18210601,    0,    0
100082,18210602,    0,    0
100082,18210603,    0,    0
100082,18210604,  164,    0
100082,18210605,    0,    0
100082,18210606,    3,    0
100082,18210607,    3,    0
100082,18210608,    0,    0
100082,18210609,  189,    0
100082,18210610,    0,    0
100082,18210611,   39,    0
100082,18210612,    5,    0
100082,18210613,    0,    0
100082,18210614,    0,    0
100082,18210615,    0,    0
100082,18210616,    3,    0
100082,18210617,    0,    0
100082,18210618,   53,    0
100082,18210619,    5,    0
100082,18210620,   16,    0
100082,18210621,    3,    0
100082,18210622,   53,    0
100082,18210623,    3,    0
100082,18210624,    5,    0
100082,18210625,   58,    0
100082,18210626,    3,    0
100082,18210627,    0,    0
100082,18210628,   11,    0
100082,18210629,    0,    0
100082,18210630,    0,    0
100082,18210701,   31,    0
100082,18210702,   16,    0
100082,18210703,    0,    0
100082,18210704,  255,    0
100082,18210705,   74,    0
100082,18210706,    0,    0
100082,18210707,    8,    0
100082,18210708,    0,    0
100082,18210709,   19,    0
100082,18210710,   91,    0
100082,18210711,    5,    0
100082,18210712,    3,    0
100082,18210713,    0,    0
100082,18210714,   47,    0
100082,18210715,   11,    0
100082,18210716,   64,    0
100082,18210717,    0,    0
100082,18210718,    0,    0
100082,18210719,    0,    0
100082,18210720,    0,    0
100082,18210721,    5,    0
100082,18210722,    0,    0
100082,18210723,   26,    0
100082,18210724,  149,    0
100082,18210725,    0,    0
100082,18210726,    3,    0
100082,18210727,    0,    0
100082,18210728,    0,    0
100082,18210729,   74,    0
100082,18210730,    0,    0
100082,18210731,   11,    0
100082,18210801,    0,    0
100082,18210802,   26,    0
100082,18210803,    5,    0
100082,18210804,    0,    0
100082,18210805,    0,    0
100082,18210806,    0,    0
100082,18210807,  277,    0
100082,18210808,  111,    0
100082,18210809,   21,    0
100082,18210810,    8,    0
100082,18210811,   19,    0
100082,18210812,  133,    0
100082,18210813,  202,    0
100082,18210814,   19,    0
100082,18210815,   61,    0
100082,18210816,   26,    0
100082,18210817,    3,    0
100082,18210818,   80,    0
100082,18210819,    0,    0
100082,18210820,    0,    0
100082,18210821,    0,    0
100082,18210822,    0,    0
100082,18210823,    0,    0
100082,18210824,    0,    0
100082,18210825,    5,    0
100082,18210826,   47,    0
100082,18210827,    0,    0
100082,18210828,    0,    0
100082,18210829,    0,    0
100082,18210830,    0,    0
100082,18210831,   21,    0
100082,18210901,   53,    0
100082,18210902,   21,    0
100082,18210903,    0,    0
100082,18210904,    0,    0
100082,18210905,   31,    0
100082,18210906,    3,    0
100082,18210907,    0,    0
100082,18210908,    0,    0
100082,18210909,    0,    0
100082,18210910,    0,    0
100082,18210911,    3,    0
100082,18210912,    0,    0
100082,18210913,   16,    0
100082,18210914,    5,    0
100082,18210915,    0,    0
100082,18210916,   13,    0
100082,18210917,   88,    0
100082,18210918,   74,    0
100082,18210919,   11,    0
100082,18210920,    0,    0
100082,18210921,    3,    0
100082,18210922,    0,    0
100082,18210923,    0,    0
100082,18210924,    3,    0
100082,18210925,    3,    0
100082,18210926,    3,    0
100082,18210927,    0,    0
100082,18210928,   72,    0
100082,18210929,    5,    0
100082,18210930,    3,    0
100082,18211001,    0,    0
100082,18211002,   16,    0
100082,18211003,    0,    0
100082,18211004,    5,    0
100082,18211005,   16,    0
100082,18211006,    5,    0
100082,18211007,    0,    0
100082,18211008,    0,    0
100082,18211009,   47,    0
100082,18211010,    0,    0
100082,18211011,    0,    0
100082,18211012,    0,    0
100082,18211013,    0,    0
100082,18211014,    3,    0
100082,18211015,    0,    0
100082,18211016,    0,    0
100082,18211017,    0,    0
100082,18211018,    0,    0
100082,18211019,    0,    0
100082,18211020,    0,    0
100082,18211021,    0,    0
100082,18211022,    0,    0
100082,18211023,   11,    0
100082,18211024,    0,    0
100082,18211025,   11,    0
100082,18211026,    0,    0
100082,18211027,    0,    0
100082,18211028,    0,    0
100082,18211029,    0,    0
100082,18211030,    0,    0
100082,18211031,    0,    0
100082,18211101,    0,    0
100082,18211102,    0,    0
100082,18211103,    0,    0
100082,18211104,    0,    0
100082,18211105,    0,    0
100082,18211106,    3,    0
100082,18211107,    0,    0
100082,18211108,    0,    0
100082,18211109,    0,    0
100082,18211110,    0,    0
100082,18211111,    0,    0
100082,18211112,    0,    0
100082,18211113,    0,    0
100082,18211114,   21,    0
100082,18211115,   37,    0
100082,18211116,    5,    0
100082,18211117,    0,    0
100082,18211118,    0,    0
100082,18211119,    0,    0
100082,18211120,    5,    0
100082,18211121,    0,    0
100082,18211122,   61,    0
100082,18211123,   37,    0
100082,18211124,    0,    0
100082,18211125,   50,    0
100082,18211126,    8,    0
100082,18211127,    0,    0
100082,18211128,    0,    0
100082,18211129,    5,    0
100082,18211130,   11,    0
100082,18211201,   31,    0
100082,18211202,   31,    0
100082,18211203,    0,    0
100082,18211204,    5,    0
100082,18211205,   11,    0
100082,18211206,    3,    0
100082,18211207,    0,    0
100082,18211208,   37,    0
100082,18211209,    0,    0
100082,18211210,    0,    0
100082,18211211,    0,    0
100082,18211212,    0,    0
100082,18211213,    0,    0
100082,18211214,    0,    0
100082,18211215,    3,    0
100082,18211216,    3,    0
100082,18211217,    0,    0
100082,18211218,    0,    0
100082,18211219,   39,    0
100082,18211220,    5,    0
100082,18211221,    0,    0
100082,18211222,    0,    0
100082,18211223,    0,    0
100082,18211224,    0,    0
100082,18211225,    0,    0
100082,18211226,    0,    0
100082,18211227,    0,    0
100082,18211228,   21,    0
100082,18211229,   26,    0
100082,18211230,    8,    0
100082,18211231,   21,    0
100082,18220101,    3,    0
100082,18220102,    3,    0
100082,18220103,    0,    0
100082,18220104,    0,    0
100082,18220105,    0,    0
100082,18220106,   24,    0
100082,18220107,    0,    0
100082,18220108,    0,    0
100082,18220109,    0,    0
100082,18220110,   66,    0
100082,18220111,    3,    0
100082,18220112,   11,    0
100082,18220113,    0,    0
100082,18220114,    0,    0
100082,18220115,    0,    0
100082,18220116,   13,    0
100082,18220117,    0,    0
100082,18220118,    0,    0
100082,18220119,    5,    0
100082,18220120,    0,    0
100082,18220121,    0,    0
100082,18220122,    0,    0
100082,18220123,    0,    0
100082,18220124,    0,    0
100082,18220125,    3,    0
100082,18220126,    5,    0
100082,18220127,   13,    0
100082,18220128,    5,    0
100082,18220129,   16,    0
100082,18220130,    0,    0
100082,18220131,    0,    0
100082,18220201,    0,    0
100082,18220202,    0,    0
100082,18220203,    8,    0
100082,18220204,    0,    0
100082,18220205,    3,    0
100082,18220206,    0,    0
100082,18220207,    0,    0
100082,18220208,    0,    0
